HOG	OG	Gene Tree Parent Clade	Zymomonas_mobilis_ATCC10988	Zymomonas_mobilis_GLBRC	Zymomonas_mobilis_ZM4
N0.HOG0001184	OG0001152	-	Zmob_1232	ZMO1_ZMO1960	ZMO1960
N0.HOG0001185	OG0001153	-	Zmob_1233	ZMO1_ZMO1959	ZMO1959
N0.HOG0001186	OG0001154	-	Zmob_1234	ZMO1_ZMO1958	ZMO1958
N0.HOG0001187	OG0001155	-	Zmob_1235	ZMO1_ZMO1957	ZMO1957
N0.HOG0001188	OG0001156	-	Zmob_1236	ZMO1_ZMO1956	ZMO1956
N0.HOG0001189	OG0001157	-	Zmob_1237	ZMO1_ZMO1955	ZMO1955
N0.HOG0001190	OG0001158	-	Zmob_1238	ZMO1_ZMO1929	ZMO1929
N0.HOG0001191	OG0001159	-	Zmob_1239	ZMO1_ZMO1928	ZMO1928
N0.HOG0001192	OG0001160	-	Zmob_1240	ZMO1_ZMO1927	ZMO1927
N0.HOG0001193	OG0001161	-	Zmob_1241	ZMO1_ZMO1925	ZMO1925
N0.HOG0001194	OG0001162	-	Zmob_1242	ZMO1_ZMO1924	ZMO1924
N0.HOG0001195	OG0001163	-	Zmob_1243	ZMO1_ZMO1923	ZMO1923
N0.HOG0001196	OG0001164	-	Zmob_1244	ZMO1_ZMO1922	ZMO1922
N0.HOG0001197	OG0001165	-	Zmob_1245	ZMO1_ZMO1921	ZMO1921
N0.HOG0001198	OG0001166	-	Zmob_1246	ZMO1_ZMO1920	ZMO1920
N0.HOG0001199	OG0001167	-	Zmob_1247	ZMO1_ZMO1919	ZMO1919
N0.HOG0001200	OG0001168	-	Zmob_1249	ZMO1_ZMO1918	ZMO1918
N0.HOG0001201	OG0001169	-	Zmob_1250	ZMO1_ZMO1917	ZMO1917
N0.HOG0001202	OG0001170	-	Zmob_1251	ZMO1_ZMO1916	ZMO1916
N0.HOG0001203	OG0001171	-	Zmob_1252	ZMO1_ZMO1915	ZMO1915
N0.HOG0001204	OG0001172	-	Zmob_1253	ZMO1_ZMO1914	ZMO1914
N0.HOG0001205	OG0001173	-	Zmob_1254	ZMO1_ZMO1913	ZMO1913
N0.HOG0001206	OG0001174	-	Zmob_1256	ZMO1_ZMO1912	ZMO1912
N0.HOG0001207	OG0001175	-	Zmob_1257	ZMO1_ZMO1911	ZMO1911
N0.HOG0001208	OG0001176	-	Zmob_1258	ZMO1_ZMO1910	ZMO1910
N0.HOG0001209	OG0001177	-	Zmob_1259	ZMO1_ZMO1909	ZMO1909
N0.HOG0001210	OG0001178	-	Zmob_1260	ZMO1_ZMO1908	ZMO1908
N0.HOG0001211	OG0001179	-	Zmob_1261	ZMO1_ZMO1907	ZMO1907
N0.HOG0001212	OG0001180	-	Zmob_1263	ZMO1_ZMO1906	ZMO1906
N0.HOG0001213	OG0001181	-	Zmob_1264	ZMO1_ZMO1905	ZMO1905
N0.HOG0001214	OG0001182	-	Zmob_1265	ZMO1_ZMO1904	ZMO1904
N0.HOG0001215	OG0001183	-	Zmob_1266	ZMO1_ZMO1903	ZMO1903
N0.HOG0001216	OG0001184	-	Zmob_1267	ZMO1_ZMO1902	ZMO1902
N0.HOG0001217	OG0001185	-	Zmob_1268	ZMO1_ZMO1901	ZMO1901
N0.HOG0001218	OG0001186	-	Zmob_1269	ZMO1_ZMO2031	ZMO2031
N0.HOG0001219	OG0001187	-	Zmob_1270	ZMO1_ZMO1900	ZMO1900
N0.HOG0001220	OG0001188	-	Zmob_1271	ZMO1_ZMO1899	ZMO1899
N0.HOG0001221	OG0001189	-	Zmob_1272	ZMO1_ZMO1898	ZMO1898
N0.HOG0001222	OG0001190	-	Zmob_1273	ZMO1_ZMO1897	ZMO1897
N0.HOG0001223	OG0001191	-	Zmob_1274	ZMO1_ZMO1896	ZMO1896
N0.HOG0001224	OG0001192	-	Zmob_1275	ZMO1_ZMO1895	ZMO1895
N0.HOG0001225	OG0001193	-	Zmob_1276	ZMO1_ZMO1892	ZMO1892
N0.HOG0001226	OG0001194	-	Zmob_1277	ZMO1_ZMO1891	ZMO1891
N0.HOG0001227	OG0001195	-	Zmob_1278	ZMO1_ZMO1890	ZMO1890
N0.HOG0001228	OG0001196	-	Zmob_1279	ZMO1_ZMO1889	ZMO1889
N0.HOG0001229	OG0001197	-	Zmob_1280	ZMO1_ZMO1887	ZMO1887
N0.HOG0001230	OG0001198	-	Zmob_1282	ZMO1_ZMO1885	ZMO1885
N0.HOG0001231	OG0001199	-	Zmob_1283	ZMO1_ZMO1884	ZMO1884
N0.HOG0001232	OG0001200	-	Zmob_1284	ZMO1_ZMO1883	ZMO1883
N0.HOG0001233	OG0001201	-	Zmob_1287	ZMO1_ZMO1879	ZMO1879
N0.HOG0001234	OG0001202	-	Zmob_1288	ZMO1_ZMO1878	ZMO1878
N0.HOG0001235	OG0001203	-	Zmob_1289	ZMO1_ZMO1877	ZMO1877
N0.HOG0001236	OG0001204	-	Zmob_1290	ZMO1_ZMO1876	ZMO1876
N0.HOG0001237	OG0001205	-	Zmob_1291	ZMO1_ZMO1875	ZMO1875
N0.HOG0001238	OG0001206	-	Zmob_1292	ZMO1_ZMO1874	ZMO1874
N0.HOG0001239	OG0001207	-	Zmob_1293	ZMO1_ZMO1873	ZMO1873
N0.HOG0001240	OG0001208	-	Zmob_1294	ZMO1_ZMO1872	ZMO1872
N0.HOG0001241	OG0001209	-	Zmob_1295	ZMO1_ZMO1871	ZMO1871
N0.HOG0001242	OG0001210	-	Zmob_1296	ZMO1_ZMO1870	ZMO1870
N0.HOG0001243	OG0001211	-	Zmob_1297	ZMO1_ZMO1869	ZMO1869
N0.HOG0001244	OG0001212	-	Zmob_1298	ZMO1_ZMO1868	ZMO1868
N0.HOG0001245	OG0001213	-	Zmob_1299	ZMO1_ZMO1867	ZMO1867
N0.HOG0001246	OG0001214	-	Zmob_1300	ZMO1_ZMO1866	ZMO1866
N0.HOG0001247	OG0001215	-	Zmob_1302	ZMO1_ZMO1855	ZMO1855
N0.HOG0001248	OG0001216	-	Zmob_1303	ZMO1_ZMO1854	ZMO1854
N0.HOG0001249	OG0001217	-	Zmob_1304	ZMO1_ZMO1853	ZMO1853
N0.HOG0001250	OG0001218	-	Zmob_1305	ZMO1_ZMO1851	ZMO1851
N0.HOG0001251	OG0001219	-	Zmob_1306	ZMO1_ZMO1850	ZMO1850
N0.HOG0001252	OG0001220	-	Zmob_1307	ZMO1_ZMO1849	ZMO1849
N0.HOG0001253	OG0001221	-	Zmob_1308	ZMO1_ZMO1848	ZMO1848
N0.HOG0001254	OG0001222	-	Zmob_1309	ZMO1_ZMO1847	ZMO1847
N0.HOG0001255	OG0001223	-	Zmob_1310	ZMO1_ZMO1846	ZMO1846
N0.HOG0001256	OG0001224	-	Zmob_1311	ZMO1_ZMO1845	ZMO1845
N0.HOG0001257	OG0001225	-	Zmob_1312	ZMO1_ZMO1844	ZMO1844
N0.HOG0001258	OG0001226	-	Zmob_1313	ZMO1_ZMO1842	ZMO1842
N0.HOG0001259	OG0001227	-	Zmob_1314	ZMO1_ZMO1841	ZMO1841
N0.HOG0001260	OG0001228	-	Zmob_1315	ZMO1_ZMO1840	ZMO1840
N0.HOG0001261	OG0001229	-	Zmob_1316	ZMO1_ZMO1838	ZMO1838
N0.HOG0001262	OG0001230	-	Zmob_1317	ZMO1_ZMO1837	ZMO1837
N0.HOG0001263	OG0001231	-	Zmob_1318	ZMO1_ZMO1836	ZMO1836
N0.HOG0001264	OG0001232	-	Zmob_1319	ZMO1_ZMO1835	ZMO1835
N0.HOG0001265	OG0001233	-	Zmob_1320	ZMO1_ZMO1834	ZMO1834
N0.HOG0001266	OG0001234	-	Zmob_1321	ZMO1_ZMO1833	ZMO1833
N0.HOG0001267	OG0001235	-	Zmob_1323	ZMO1_ZMO1831	ZMO1831
N0.HOG0001268	OG0001236	-	Zmob_1324	ZMO1_ZMO2028	ZMO2028
N0.HOG0001269	OG0001237	-	Zmob_1325	ZMO1_ZMO1829	ZMO1829
N0.HOG0001270	OG0001238	-	Zmob_1326	ZMO1_ZMO1828	ZMO1828
N0.HOG0001271	OG0001239	-	Zmob_1327	ZMO1_ZMO1827	ZMO1827
N0.HOG0001272	OG0001240	-	Zmob_1328	ZMO1_ZMO1826	ZMO1826
N0.HOG0001273	OG0001241	-	Zmob_1329	ZMO1_ZMO1825	ZMO1825
N0.HOG0001274	OG0001242	-	Zmob_1330	ZMO1_ZMO1824	ZMO1824
N0.HOG0001275	OG0001243	-	Zmob_1331	ZMO1_ZMO1823	ZMO1823
N0.HOG0001276	OG0001244	-	Zmob_1332	ZMO1_ZMO1822	ZMO1822
N0.HOG0001277	OG0001245	-	Zmob_1333	ZMO1_ZMO1821	ZMO1821
N0.HOG0001278	OG0001246	-	Zmob_1334	ZMO1_ZMO1820	ZMO1820
N0.HOG0001279	OG0001247	-	Zmob_1335	ZMO1_ZMO1819	ZMO1819
N0.HOG0001280	OG0001248	-	Zmob_1336	ZMO1_ZMO1818	ZMO1818
N0.HOG0001281	OG0001249	-	Zmob_1337	ZMO1_ZMO1817	ZMO1817
N0.HOG0001282	OG0001250	-	Zmob_1340	ZMO1_ZMO1815	ZMO1815
N0.HOG0001283	OG0001251	-	Zmob_1341	ZMO1_ZMO1814	ZMO1814
N0.HOG0001284	OG0001252	-	Zmob_1342	ZMO1_ZMO1813	ZMO1813
N0.HOG0001285	OG0001253	-	Zmob_1343	ZMO1_ZMO1812	ZMO1812
N0.HOG0001286	OG0001254	-	Zmob_1344	ZMO1_ZMO1811	ZMO1811
N0.HOG0001287	OG0001255	-	Zmob_1345	ZMO1_ZMO1810	ZMO1810
N0.HOG0001288	OG0001256	-	Zmob_1346	ZMO1_ZMO1809	ZMO1809
N0.HOG0001289	OG0001257	-	Zmob_1347	ZMO1_ZMO1808	ZMO1808
N0.HOG0001290	OG0001258	-	Zmob_1348	ZMO1_ZMO1807	ZMO1807
N0.HOG0001291	OG0001259	-	Zmob_1349	ZMO1_ZMO1806	ZMO1806
N0.HOG0001292	OG0001260	-	Zmob_1350	ZMO1_ZMO1805	ZMO1805
N0.HOG0001293	OG0001261	-	Zmob_1351	ZMO1_ZMO1804	ZMO1804
N0.HOG0001294	OG0001262	-	Zmob_1353	ZMO1_ZMO1800	ZMO1800
N0.HOG0001295	OG0001263	-	Zmob_1354	ZMO1_ZMO1798	ZMO1798
N0.HOG0001296	OG0001264	-	Zmob_1355	ZMO1_ZMO1797	ZMO1797
N0.HOG0001297	OG0001265	-	Zmob_1356	ZMO1_ZMO1796	ZMO1796
N0.HOG0001298	OG0001266	-	Zmob_1357	ZMO1_ZMO1794	ZMO1794
N0.HOG0001299	OG0001267	-	Zmob_1359	ZMO1_ZMO1792	ZMO1792
N0.HOG0001300	OG0001268	-	Zmob_1361	ZMO1_ZMO1790	ZMO1790
N0.HOG0001301	OG0001269	-	Zmob_1364	ZMO1_ZMO1787	ZMO1787
N0.HOG0001302	OG0001270	-	Zmob_1369	ZMO1_ZMO1778	ZMO1778
N0.HOG0001303	OG0001271	-	Zmob_1370	ZMO1_ZMO1777	ZMO1777
N0.HOG0001304	OG0001272	-	Zmob_1371	ZMO1_ZMO1776	ZMO1776
N0.HOG0001305	OG0001273	-	Zmob_1372	ZMO1_ZMO1775	ZMO1775
N0.HOG0001306	OG0001274	-	Zmob_1373	ZMO1_ZMO1773	ZMO1773
N0.HOG0001307	OG0001275	-	Zmob_1374	ZMO1_ZMO1772	ZMO1772
N0.HOG0001308	OG0001276	-	Zmob_1375	ZMO1_ZMO1771	ZMO1771
N0.HOG0001309	OG0001277	-	Zmob_1376	ZMO1_ZMO1770	ZMO1770
N0.HOG0001310	OG0001278	-	Zmob_1377	ZMO1_ZMO1769	ZMO1769
N0.HOG0001311	OG0001279	-	Zmob_1378	ZMO1_ZMO1768	ZMO1768
N0.HOG0001312	OG0001280	-	Zmob_1380	ZMO1_ZMO1766	ZMO1766
N0.HOG0001313	OG0001281	-	Zmob_1381	ZMO1_ZMO1764	ZMO1764
N0.HOG0001314	OG0001282	-	Zmob_1382	ZMO1_ZMO1763	ZMO1763
N0.HOG0001315	OG0001283	-	Zmob_1383	ZMO1_ZMO1762	ZMO1762
N0.HOG0001316	OG0001284	-	Zmob_1384	ZMO1_ZMO1761	ZMO1761
N0.HOG0001317	OG0001285	-	Zmob_1385	ZMO1_ZMO1760	ZMO1760
N0.HOG0001318	OG0001286	-	Zmob_1386	ZMO1_ZMO1758	ZMO1758
N0.HOG0001319	OG0001287	-	Zmob_1387	ZMO1_ZMO1757	ZMO1757
N0.HOG0001320	OG0001288	-	Zmob_1388	ZMO1_ZMO1756	ZMO1756
N0.HOG0001321	OG0001289	-	Zmob_1389	ZMO1_ZMO1755	ZMO1755
N0.HOG0001322	OG0001290	-	Zmob_1390	ZMO1_ZMO1754	ZMO1754
N0.HOG0001323	OG0001291	-	Zmob_1391	ZMO1_ZMO1753	ZMO1753
N0.HOG0001324	OG0001292	-	Zmob_1392	ZMO1_ZMO1752	ZMO1752
N0.HOG0001325	OG0001293	-	Zmob_1393	ZMO1_ZMO1751	ZMO1751
N0.HOG0001326	OG0001294	-	Zmob_1394	ZMO1_ZMO1750	ZMO1750
N0.HOG0001327	OG0001295	-	Zmob_1395	ZMO1_ZMO1749	ZMO1749
N0.HOG0001328	OG0001296	-	Zmob_1396	ZMO1_ZMO1748	ZMO1748
N0.HOG0001329	OG0001297	-	Zmob_1397	ZMO1_ZMO1747	ZMO1747
N0.HOG0001330	OG0001298	-	Zmob_1398	ZMO1_ZMO1746	ZMO1746
N0.HOG0001331	OG0001299	-	Zmob_1399	ZMO1_ZMO1745	ZMO1745
N0.HOG0001332	OG0001300	-	Zmob_1400	ZMO1_ZMO1743	ZMO1743
N0.HOG0001333	OG0001301	-	Zmob_1401	ZMO1_ZMO1741	ZMO1741
N0.HOG0001334	OG0001302	-	Zmob_1402	ZMO1_ZMO1740	ZMO1740
N0.HOG0001335	OG0001303	-	Zmob_1403	ZMO1_ZMO1739	ZMO1739
N0.HOG0001336	OG0001304	-	Zmob_1404	ZMO1_ZMO1738	ZMO1738
N0.HOG0001337	OG0001305	-	Zmob_1405	ZMO1_ZMO1735	ZMO1735
N0.HOG0001338	OG0001306	-	Zmob_1406	ZMO1_ZMO1734	ZMO1734
N0.HOG0001339	OG0001307	-	Zmob_1407	ZMO1_ZMO1733	ZMO1733
N0.HOG0001340	OG0001308	-	Zmob_1408	ZMO1_ZMO1732	ZMO1732
N0.HOG0001341	OG0001309	-	Zmob_1409	ZMO1_ZMO1730	ZMO1730
N0.HOG0001342	OG0001310	-	Zmob_1410	ZMO1_ZMO1729	ZMO1729
N0.HOG0001343	OG0001311	-	Zmob_1412	ZMO1_ZMO1728	ZMO1728
N0.HOG0001344	OG0001312	-	Zmob_1413	ZMO1_ZMO1727	ZMO1727
N0.HOG0001345	OG0001313	-	Zmob_1414	ZMO1_ZMO1725	ZMO1725
N0.HOG0001346	OG0001314	-	Zmob_1415	ZMO1_ZMO1724	ZMO1724
N0.HOG0001347	OG0001315	-	Zmob_1416	ZMO1_ZMO2026	ZMO2026
N0.HOG0001348	OG0001316	-	Zmob_1417	ZMO1_ZMO1723	ZMO1723
N0.HOG0001349	OG0001317	-	Zmob_1418	ZMO1_ZMO1722	ZMO1722
N0.HOG0001350	OG0001318	-	Zmob_1419	ZMO1_ZMO1721	ZMO1721
N0.HOG0001351	OG0001319	-	Zmob_1420	ZMO1_ZMO1720	ZMO1720
N0.HOG0001352	OG0001320	-	Zmob_1421	ZMO1_ZMO1719	ZMO1719
N0.HOG0001353	OG0001321	-	Zmob_1422	ZMO1_ZMO1718	ZMO1718
N0.HOG0001354	OG0001322	-	Zmob_1423	ZMO1_ZMO1717	ZMO1717
N0.HOG0001355	OG0001323	-	Zmob_1424	ZMO1_ZMO1716	ZMO1716
N0.HOG0001356	OG0001324	-	Zmob_1425	ZMO1_ZMO1715	ZMO1715
N0.HOG0001357	OG0001325	-	Zmob_1426	ZMO1_ZMO2025	ZMO2025
N0.HOG0001358	OG0001326	-	Zmob_1427	ZMO1_ZMO1713	ZMO1713
N0.HOG0001359	OG0001327	-	Zmob_1428	ZMO1_ZMO1712	ZMO1712
N0.HOG0001360	OG0001328	-	Zmob_1429	ZMO1_ZMO1711	ZMO1711
N0.HOG0001361	OG0001329	-	Zmob_1430	ZMO1_ZMO1710	ZMO1710
N0.HOG0001362	OG0001330	-	Zmob_1431	ZMO1_ZMO1709	ZMO1709
N0.HOG0001363	OG0001331	-	Zmob_1432	ZMO1_ZMO1708	ZMO1708
N0.HOG0001364	OG0001332	-	Zmob_1433	ZMO1_ZMO1707	ZMO1707
N0.HOG0001365	OG0001333	-	Zmob_1434	ZMO1_ZMO1705	ZMO1705
N0.HOG0001366	OG0001334	-	Zmob_1435	ZMO1_ZMO1704	ZMO1704
N0.HOG0001367	OG0001335	-	Zmob_1436	ZMO1_ZMO1703	ZMO1703
N0.HOG0001368	OG0001336	-	Zmob_1437	ZMO1_ZMO1702	ZMO1702
N0.HOG0001369	OG0001337	-	Zmob_1438	ZMO1_ZMO1701	ZMO1701
N0.HOG0001370	OG0001338	-	Zmob_1439	ZMO1_ZMO1700	ZMO1700
N0.HOG0001371	OG0001339	-	Zmob_1440	ZMO1_ZMO1699	ZMO1699
N0.HOG0001372	OG0001340	-	Zmob_1441	ZMO1_ZMO1698	ZMO1698
N0.HOG0001373	OG0001341	-	Zmob_1443	ZMO1_ZMO1696	ZMO1696
N0.HOG0001374	OG0001342	-	Zmob_1445	ZMO1_ZMO1695	ZMO1695
N0.HOG0001375	OG0001343	-	Zmob_1447	ZMO1_ZMO1693	ZMO1693
N0.HOG0001376	OG0001344	-	Zmob_1448	ZMO1_ZMO1692	ZMO1692
N0.HOG0001377	OG0001345	-	Zmob_1449	ZMO1_ZMO1691	ZMO1691
N0.HOG0001378	OG0001346	-	Zmob_1450	ZMO1_ZMO1690	ZMO1690
N0.HOG0001379	OG0001347	-	Zmob_1451	ZMO1_ZMO1689	ZMO1689
N0.HOG0001380	OG0001348	-	Zmob_1452	ZMO1_ZMO1688	ZMO1688
N0.HOG0001381	OG0001349	-	Zmob_1453	ZMO1_ZMO1687	ZMO1687
N0.HOG0001382	OG0001350	-	Zmob_1454	ZMO1_ZMO1686	ZMO1686
N0.HOG0001383	OG0001351	-	Zmob_1455	ZMO1_ZMO1685	ZMO1685
N0.HOG0001384	OG0001352	-	Zmob_1456	ZMO1_ZMO1684	ZMO1684
N0.HOG0001385	OG0001353	-	Zmob_1457	ZMO1_ZMO1683	ZMO1683
N0.HOG0001386	OG0001354	-	Zmob_1458	ZMO1_ZMO1682	ZMO1682
N0.HOG0001387	OG0001355	-	Zmob_1459	ZMO1_ZMO1681	ZMO1681
N0.HOG0001388	OG0001356	-	Zmob_1460	ZMO1_ZMO1680	ZMO1680
N0.HOG0001389	OG0001357	-	Zmob_1463	ZMO1_ZMO1678	ZMO1678
N0.HOG0001390	OG0001358	-	Zmob_1464	ZMO1_ZMO1677	ZMO1677
N0.HOG0001391	OG0001359	-	Zmob_1465	ZMO1_ZMO1676	ZMO1676
N0.HOG0001392	OG0001360	-	Zmob_1466	ZMO1_ZMO1675	ZMO1675
N0.HOG0001393	OG0001361	-	Zmob_1467	ZMO1_ZMO1673	ZMO1673
N0.HOG0001394	OG0001362	-	Zmob_1468	ZMO1_ZMO1672	ZMO1672
N0.HOG0001395	OG0001363	-	Zmob_1469	ZMO1_ZMO1671	ZMO1671
N0.HOG0001396	OG0001364	-	Zmob_1470	ZMO1_ZMO1670	ZMO1670
N0.HOG0001397	OG0001365	-	Zmob_1471	ZMO1_ZMO1669	ZMO1669
N0.HOG0001398	OG0001366	-	Zmob_1472	ZMO1_ZMO1668	ZMO1668
N0.HOG0001399	OG0001367	-	Zmob_1473	ZMO1_ZMO1667	ZMO1667
N0.HOG0001400	OG0001368	-	Zmob_1474	ZMO1_ZMO1665	ZMO1665
N0.HOG0001401	OG0001369	-	Zmob_1475	ZMO1_ZMO1664	ZMO1664
N0.HOG0001402	OG0001370	-	Zmob_1476	ZMO1_ZMO1663	ZMO1663
N0.HOG0001403	OG0001371	-	Zmob_1477	ZMO1_ZMO1662	ZMO1662
N0.HOG0001404	OG0001372	-	Zmob_1478	ZMO1_ZMO1661	ZMO1661
N0.HOG0001405	OG0001373	-	Zmob_1479	ZMO1_ZMO1660	ZMO1660
N0.HOG0001406	OG0001374	-	Zmob_1480	ZMO1_ZMO1659	ZMO1659
N0.HOG0001407	OG0001375	-	Zmob_1481	ZMO1_ZMO1658	ZMO1658
N0.HOG0001408	OG0001376	-	Zmob_1482	ZMO1_ZMO1657	ZMO1657
N0.HOG0001409	OG0001377	-	Zmob_1483	ZMO1_ZMO1656	ZMO1656
N0.HOG0001410	OG0001378	-	Zmob_1484	ZMO1_ZMO1655	ZMO1655
N0.HOG0001411	OG0001379	-	Zmob_1485	ZMO1_ZMO1654	ZMO1654
N0.HOG0001412	OG0001380	-	Zmob_1486	ZMO1_ZMO1653	ZMO1653
N0.HOG0001413	OG0001381	-	Zmob_1487	ZMO1_ZMO1652	ZMO1652
N0.HOG0001414	OG0001382	-	Zmob_1488	ZMO1_ZMO1651	ZMO1651
N0.HOG0001415	OG0001383	-	Zmob_1489	ZMO1_ZMO1650	ZMO1650
N0.HOG0001416	OG0001384	-	Zmob_1492	ZMO1_ZMO1648	ZMO1648
N0.HOG0001417	OG0001385	-	Zmob_1493	ZMO1_ZMO1647	ZMO1647
N0.HOG0001418	OG0001386	-	Zmob_1494	ZMO1_ZMO1646	ZMO1646
N0.HOG0001419	OG0001387	-	Zmob_1495	ZMO1_ZMO1644	ZMO1644
N0.HOG0001420	OG0001388	-	Zmob_1496	ZMO1_ZMO1643	ZMO1643
N0.HOG0001421	OG0001389	-	Zmob_1497	ZMO1_ZMO1642	ZMO1642
N0.HOG0001422	OG0001390	-	Zmob_1498	ZMO1_ZMO1641	ZMO1641
N0.HOG0001423	OG0001391	-	Zmob_1499	ZMO1_ZMO1640	ZMO1640
N0.HOG0001424	OG0001392	-	Zmob_1500	ZMO1_ZMO1639	ZMO1639
N0.HOG0001425	OG0001393	-	Zmob_1501	ZMO1_ZMO1638	ZMO1638
N0.HOG0001426	OG0001394	-	Zmob_1502	ZMO1_ZMO1636	ZMO1636
N0.HOG0001427	OG0001395	-	Zmob_1503	ZMO1_ZMO1635	ZMO1635
N0.HOG0001428	OG0001396	-	Zmob_1504	ZMO1_ZMO2023	ZMO2023
N0.HOG0001429	OG0001397	-	Zmob_1507	ZMO1_ZMO1632	ZMO1632
N0.HOG0001430	OG0001398	-	Zmob_1508	ZMO1_ZMO1631	ZMO1631
N0.HOG0001431	OG0001399	-	Zmob_1509	ZMO1_ZMO1630	ZMO1630
N0.HOG0001432	OG0001400	-	Zmob_1510	ZMO1_ZMO1629	ZMO1629
N0.HOG0001433	OG0001401	-	Zmob_1511	ZMO1_ZMO1628	ZMO1628
N0.HOG0001434	OG0001402	-	Zmob_1512	ZMO1_ZMO1627	ZMO1627
N0.HOG0001435	OG0001403	-	Zmob_1513	ZMO1_ZMO1626	ZMO1626
N0.HOG0001436	OG0001404	-	Zmob_1515	ZMO1_ZMO1625	ZMO1625
N0.HOG0001437	OG0001405	-	Zmob_1516	ZMO1_ZMO1624	ZMO1624
N0.HOG0001438	OG0001406	-	Zmob_1517	ZMO1_ZMO1623	ZMO1623
N0.HOG0001439	OG0001407	-	Zmob_1518	ZMO1_ZMO1622	ZMO1622
N0.HOG0001440	OG0001408	-	Zmob_1519	ZMO1_ZMO1620	ZMO1620
N0.HOG0001441	OG0001409	-	Zmob_1520	ZMO1_ZMO1619	ZMO1619
N0.HOG0001442	OG0001410	-	Zmob_1521	ZMO1_ZMO1618	ZMO1618
N0.HOG0001443	OG0001411	-	Zmob_1524	ZMO1_ZMO1614	ZMO1614
N0.HOG0001444	OG0001412	-	Zmob_1526	ZMO1_ZMO1612	ZMO1612
N0.HOG0001445	OG0001413	-	Zmob_1527	ZMO1_ZMO1611	ZMO1611
N0.HOG0001446	OG0001414	-	Zmob_1528	ZMO1_ZMO1610	ZMO1610
N0.HOG0001447	OG0001415	-	Zmob_1529	ZMO1_ZMO1609	ZMO1609
N0.HOG0001448	OG0001416	-	Zmob_1530	ZMO1_ZMO1608	ZMO1608
N0.HOG0001449	OG0001417	-	Zmob_1531	ZMO1_ZMO1607	ZMO1607
N0.HOG0001450	OG0001418	-	Zmob_1532	ZMO1_ZMO1606	ZMO1606
N0.HOG0001451	OG0001419	-	Zmob_1533	ZMO1_ZMO1605	ZMO1605
N0.HOG0001452	OG0001420	-	Zmob_1534	ZMO1_ZMO1604	ZMO1604
N0.HOG0001453	OG0001421	-	Zmob_1535	ZMO1_ZMO1603	ZMO1603
N0.HOG0001454	OG0001422	-	Zmob_1536	ZMO1_ZMO1602	ZMO1602
N0.HOG0001455	OG0001423	-	Zmob_1537	ZMO1_ZMO1601	ZMO1601
N0.HOG0001456	OG0001424	-	Zmob_1538	ZMO1_ZMO1600	ZMO1600
N0.HOG0001457	OG0001425	-	Zmob_1539	ZMO1_ZMO1599	ZMO1599
N0.HOG0001458	OG0001426	-	Zmob_1541	ZMO1_ZMO1596	ZMO1596
N0.HOG0001459	OG0001427	-	Zmob_1542	ZMO1_ZMO1593	ZMO1593
N0.HOG0001460	OG0001428	-	Zmob_1543	ZMO1_ZMO1592	ZMO1592
N0.HOG0001461	OG0001429	-	Zmob_1544	ZMO1_ZMO1591	ZMO1591
N0.HOG0001462	OG0001430	-	Zmob_1545	ZMO1_ZMO1590	ZMO1590
N0.HOG0001463	OG0001431	-	Zmob_1548	ZMO1_ZMO1588	ZMO1588
N0.HOG0001464	OG0001432	-	Zmob_1549	ZMO1_ZMO1587	ZMO1587
N0.HOG0001465	OG0001433	-	Zmob_1551	ZMO1_ZMO1584	ZMO1584
N0.HOG0001466	OG0001434	-	Zmob_1552	ZMO1_ZMO1583	ZMO1583
N0.HOG0001467	OG0001435	-	Zmob_1553	ZMO1_ZMO1582	ZMO1582
N0.HOG0001468	OG0001436	-	Zmob_1554	ZMO1_ZMO1581	ZMO1581
N0.HOG0001469	OG0001437	-	Zmob_1555	ZMO1_ZMO1579	ZMO1579
N0.HOG0001470	OG0001438	-	Zmob_1557	ZMO1_ZMO1577	ZMO1577
N0.HOG0001471	OG0001439	-	Zmob_1558	ZMO1_ZMO1576	ZMO1576
N0.HOG0001472	OG0001440	-	Zmob_1560	ZMO1_ZMO1573	ZMO1573
N0.HOG0001473	OG0001441	-	Zmob_1561	ZMO1_ZMO2021	ZMO2021
N0.HOG0001474	OG0001442	-	Zmob_1562	ZMO1_ZMO1572	ZMO1572
N0.HOG0001475	OG0001443	-	Zmob_1563	ZMO1_ZMO1571	ZMO1571
N0.HOG0001476	OG0001444	-	Zmob_1564	ZMO1_ZMO1570	ZMO1570
N0.HOG0001477	OG0001445	-	Zmob_1565	ZMO1_ZMO1569	ZMO1569
N0.HOG0001478	OG0001446	-	Zmob_1567	ZMO1_ZMO1567	ZMO1567
N0.HOG0001479	OG0001447	-	Zmob_1568	ZMO1_ZMO1566	ZMO1566
N0.HOG0001480	OG0001448	-	Zmob_1569	ZMO1_ZMO1564	ZMO1564
N0.HOG0001481	OG0001449	-	Zmob_1570	ZMO1_ZMO1563	ZMO1563
N0.HOG0001482	OG0001450	-	Zmob_1571	ZMO1_ZMO1562	ZMO1562
N0.HOG0001483	OG0001451	-	Zmob_1572	ZMO1_ZMO1561	ZMO1561
N0.HOG0001484	OG0001452	-	Zmob_1574	ZMO1_ZMO1557	ZMO1557
N0.HOG0001485	OG0001453	-	Zmob_1575	ZMO1_ZMO1556	ZMO1556
