HOG	OG	Gene Tree Parent Clade	Acinetobacter_baumannii_ATCC_17978	Aggregatibacter_actinomycetemcomitans_624	Aggregatibacter_actinomycetemcomitans_VT1169	Agrobacterium_fabrum	Azoarcus_olearius_DQS-4	Bacteroides_thetaiotaomicron_VPI-5482	Bradyrhizobium_diazoefficiens	Brevundimonas_subvibrioides	Burkholderia_cenocepacia_J2315	Campylobacter_jejuni_81-176	Caulobacter_crescentus	Caulobacter_vibrioides	Citrobacter_rodentium_ICC168	Clostridium_difficile_R20291	Enterobacter_cloacae_ATCC_13047	Escherichia_coli_BW25113	Escherichia_coli_Nissle_1917	Escherichia_coli_UTI89	Francisella_tularensis_Schu_S4	Herbaspirillum_seropedicae_SmR1	Klebsiella_pneumoniae_ATCC_43816_KPPR1	Legionella_pneumophila_Philadelphia_1	Mycobacterium_tuberculosis_H37Rv	Neisseria_meningitidis_Z2491	Novosphingobium_aromaticivorans	Porphyromonas_gingivalis_ATCC_33277	Providencia_stuartii_BE2467	Pseudomonas_aeruginosa_PAO1	Pseudomonas_aeruginosa_UCBPP-PA14	Pseudomonas_simiae_WCS417	Pseudomonas_syringae_B728a	Ralstonia_solanacearum_GMI1000	Ralstonia_solanacearum_IBSBF1503	Ralstonia_solanacearum_PSI07	Rhodobacter_sphaeroides	Rhodopseudomonas_palustris	Salmonella_enterica_14028S	Salmonella_typhi_CT18	Salmonella_typhimurium_SL1344	Snodgrassella_alvi_wkB2	Sphingomonas_wittichii	Staphylococcus_aureus_6850	Staphylococcus_aureus_MRSA252	Staphylococcus_aureus_MSSA476	Staphylococcus_aureus_NCTC_8325	Staphylococcus_aureus_USA300_TCH1516	Streptococcus_agalactiae_A909	Streptococcus_pneumoniae_BHN97x	Streptococcus_pneumoniae_TIGR4	Streptococcus_pyogenes_5448	Vibrio_anguillarum_425	Vibrio_cholerae_N16961	Vibrio_fischeri_ES114	Yersinia_pestis_CO92	Zymomonas_mobilis
N0.HOG0000112	OG0000000	n1285																																										RSAU_001716	SAR1948	SAS1780	SAOUHSC_01990	USA300HOU_1852	SAK_0593, SAK_1498	CWI64_11040, CWI64_01755	SP_0824, SP_1242	SP5448_03390, SP5448_04220					
N0.HOG0000113	OG0000000	n1297					dqs_2397										ECL_02651						VK055_0726									PS417_27400	Psyr_0295	RSc2106															SAK_0193	CWI64_09365	SP_0452	SP5448_01330				YPO3254	
N0.HOG0000114	OG0000000	n1307										CJJ81176_0929																																					SAK_0844	CWI64_10020	SP_0610		B5S57_03240	VC_A1037	VF_A0393		
N0.HOG0000115	OG0000000	n1313		ACT75_08155	ACT74_00820						BCAM1210				ROD_08101, ROD_08741		ECL_02922, ECL_02807	BW25113_0809, BW25113_0864	ECOLIN_04190, ECOLIN_04470	UTI89_C0812, UTI89_C0867		Hsero_3513	VK055_1691, VK055_1591						BGK56_19230							RPSI07_1321			STM14_962, STM14_1043	AL513382v1__1691, AL513382v1__1824	SL1344_0803, SL1344_0867													VC_A0760		YPO2514, YPO1352	
N0.HOG0000116	OG0000000	n1339																															Psyr_2965											RSAU_002250	SAR2502	SAS2303	SAOUHSC_02697	USA300HOU_2393	SAK_0364	CWI64_02715	SP_1460	SP5448_02745	B5S57_05655	VC_0008	VF_0006		
N0.HOG0000117	OG0000000	n1351														CDR20291_1671								lpg0493															STM14_1979	AL513382v1__2708	SL1344_1565								SAK_1043	CWI64_02910	SP_1501	SP5448_04710					
N0.HOG0000118	OG0000001	n6	A1S_1132, A1S_1127			At1D132_23450			BA000040v2__7699		BCAM1592		CC_3685	CCNA_03799										lpg0832	Rv0851c		Saro_3619, Saro_0794, Saro_1875, Saro_0703, Saro_0793, Saro_0205			PA3277	PA14_21640	PS417_19255	Psyr_3753	RSc1769	RALBFv3_01080	RPSI07_1812		RPA1297					Swit_3313, Swit_0378														
N0.HOG0000119	OG0000001	n30	A1S_3372, A1S_1122, A1S_0580						BA000040v2__7430, BA000040v2__5062		BCAM0699, BCAM1815		CC_2966	CCNA_03061											Rv3085, Rv1245c, Rv3057c, Rv1882c		Saro_1117			PA1537, PA2099	PA14_44570, PA14_37360	PS417_15235			RALBFv3_07530			RPA2748																			
N0.HOG0000120	OG0000001	n50											CC_3175	CCNA_03279											Rv1865c																																
N0.HOG0000121	OG0000001	n52	A1S_2740, A1S_1758, A1S_1759																						Rv1050, Rv2129c		Saro_2916			PA3957	PA14_12680																										
N0.HOG0000122	OG0000001	n60							BA000040v2__5697													Hsero_3977																RPA2172																			
N0.HOG0000123	OG0000001	n63							BA000040v2__510, BA000040v2__3693																																																
N0.HOG0000124	OG0000001	n68				At1D132_40560			BA000040v2__6749													Hsero_1065	VK055_4980														RSP_3704																				
N0.HOG0000125	OG0000001	n72																																	RALBFv3_17025		RSP_0914																				
N0.HOG0000126	OG0000001	n74																			FTT_1201c																																	VC_A1057	VF_A0052		
N0.HOG0000127	OG0000001	n77		ACT75_05640	ACT74_08415	At1D132_05380			BA000040v2__4865		BCAS0172											Hsero_0298											Psyr_0194			RPSI07_mp1476						SALWKB2_2072	Swit_1007														ZMO1_ZMO1576
N0.HOG0000128	OG0000001	n89																																																CWI64_05045	SP_1909						
N0.HOG0000129	OG0000001	n91				At1D132_40140																												RSp0935		RPSI07_mp0643																					
N0.HOG0000130	OG0000001	n93	A1S_2514	ACT75_11390	ACT74_03705	At1D132_38620		BT_0409			BCAL3198	CJJ81176_0850			ROD_14881		ECL_02171	BW25113_1539	ECOLIN_08505	UTI89_C1762		Hsero_1222	VK055_0910	lpg0286	Rv0484c	NMA1120		PGN_0711	BGK56_03260	PA4907	PA14_64840	PS417_02680	Psyr_0602	RSc0730	RALBFv3_12890	RPSI07_2608			STM14_1825	AL513382v1__2910	SL1344_1441	SALWKB2_0692							SAK_1176								ZMO1_ZMO0226
N0.HOG0000131	OG0000001	n125							BA000040v2__3696, BA000040v2__3709																																																
N0.HOG0000132	OG0000001	n126																																										RSAU_002317	SAR2567	SAS2370	SAOUHSC_02778	USA300HOU_2470									
N0.HOG0000133	OG0000001	n131				At1D132_47420												BW25113_2541									Saro_3847																Swit_4228														
N0.HOG0000134	OG0000001	n143					dqs_0021		BA000040v2__8282	Bresu_0594																				PA1379	PA14_46420	PS417_13370																									
N0.HOG0000135	OG0000001	n149									BCAM2238											Hsero_2412, Hsero_2444	VK055_0469																				Swit_1698, Swit_1374														
N0.HOG0000136	OG0000001	n154									BCAM2598, BCAS0713																Saro_3731																Swit_0337														
N0.HOG0000137	OG0000001	n159				At1D132_33880			BA000040v2__6575				CC_2861	CCNA_02954	ROD_05481		ECL_01260	BW25113_0493	ECOLIN_02835	UTI89_C0528	FTT_0360		VK055_2077	lpg1682					BGK56_07745	PA3330, PA3883	PA14_20980, PA14_13680	PS417_04775	Psyr_1049	RSp0589	RALBFv3_16895	RPSI07_mp1555	RSP_1694	RPA2038	STM14_0593	AL513382v1__1096	SL1344_0498	SALWKB2_1731	Swit_0506											VC_0979	VF_0784	YPO3081	
N0.HOG0000138	OG0000001	n190									BCAM1682																			PA1330	PA14_47060																										ZMO1_ZMO1372
N0.HOG0000139	OG0000001	n193		ACT75_04510	ACT74_00635			BT_2380																							PA14_46600		Psyr_3541	RSc3209	RALBFv3_16920, RALBFv3_20875	RPSI07_1606													SAK_1295	CWI64_10340	SP_0675	SP5448_05925					
N0.HOG0000140	OG0000001	n206						BT_4496																				PGN_1360																													
N0.HOG0000141	OG0000001	n210															ECL_02635						VK055_1452																																		
N0.HOG0000142	OG0000001	n212				At1D132_39540			BA000040v2__556				CC_2337	CCNA_02422										lpg1427	Rv1544, Rv2509					PA0658	PA14_08440	PS417_25680	Psyr_4572	RSc2321		RPSI07_mp1584		RPA0419																			
N0.HOG0000143	OG0000001	n225	A1S_2643			At1D132_32620, At1D132_47720				Bresu_0503	BCAS0703, BCAM1433		CC_0133	CCNA_00132								Hsero_4631								PA4832	PA14_63890	PS417_17405	Psyr_3539																								
N0.HOG0000144	OG0000001	n237	A1S_1870				dqs_0395, dqs_3453				BCAL3222, BCAL0676						ECL_02105				FTT_1551	Hsero_4352, Hsero_1058			Rv0945							PS417_03655		RSc0284	RALBFv3_10550	RPSI07_3130	RSP_1087																				
N0.HOG0000145	OG0000001	n251				At1D132_05440				Bresu_1565	BCAS0704					CDR20291_0617						Hsero_4632					Saro_1811					PS417_13605		RSc3200, RSc3201	RALBFv3_03210	RPSI07_mp1746																	B5S57_10695	VC_A1108		YPO1993	
N0.HOG0000146	OG0000001	n264				At1D132_28600			BA000040v2__3695															lpg1143														RPA2072																			
N0.HOG0000147	OG0000001	n268					dqs_2595																																					RSAU_002419	SAR2659												ZMO1_ZMO0169
N0.HOG0000148	OG0000001	n276	A1S_1737			At1D132_38810, At1D132_19860			BA000040v2__7116, BA000040v2__1493	Bresu_2563			CC_3384	CCNA_03495	ROD_15521	CDR20291_2567	ECL_02406						VK055_0410				Saro_1750			PA2003	PA14_38590	PS417_12150		RSc1572	RALBFv3_01820	RPSI07_1661	RSP_2857	RPA4206					Swit_3432									SP5448_02825					
N0.HOG0000149	OG0000001	n298									BCAL2304, BCAM0022											Hsero_1246		lpg2316										RSp1059	RALBFv3_18690	RPSI07_mp1092																					
N0.HOG0000150	OG0000001	n304					dqs_2088		BA000040v2__6163																									RSp0033	RALBFv3_23035	RPSI07_mp0049							Swit_0826														
N0.HOG0000151	OG0000001	n312													ROD_23871			BW25113_2426	ECOLIN_13445	UTI89_C2759																			STM14_3003	AL513382v1__5320	SL1344_2408																
N0.HOG0000152	OG0000001	n320							BA000040v2__3456	Bresu_2087																																															
N0.HOG0000153	OG0000001	n322								Bresu_2943			CC_0821	CCNA_00864								Hsero_4497																																			
N0.HOG0000154	OG0000001	n325							BA000040v2__4921		BCAL3402											Hsero_1041										PS417_11045																									
N0.HOG0000155	OG0000001	n328									BCAL3406																					PS417_21340		RSc2753		RPSI07_0756																					
N0.HOG0000156	OG0000001	n331				At1D132_03870																															RSP_1369																				
N0.HOG0000157	OG0000001	n339				At1D132_22740					BCAM1360																Saro_3607																Swit_3282														
N0.HOG0000158	OG0000001	n343																									Saro_3738, Saro_3772																														
N0.HOG0000159	OG0000001	n345									BCAM1983												VK055_2017						BGK56_06075			PS417_17890											Swit_4351														
N0.HOG0000160	OG0000001	n349									BCAM2754, BCAM2283											Hsero_1047																					Swit_3324														
N0.HOG0000161	OG0000001	n352							BA000040v2__5978, BA000040v2__7747, BA000040v2__8138																								Psyr_0904																				B5S57_03440	VC_1591			ZMO1_ZMO0318
N0.HOG0000162	OG0000001	n363				At1D132_47430			BA000040v2__4063								ECL_01917					Hsero_4463	VK055_1274									PS417_13755																									
N0.HOG0000163	OG0000001	n368				At1D132_09450																Hsero_3497																																			
N0.HOG0000164	OG0000001	n369				At1D132_47660			BA000040v2__5185		BCAM0674, BCAM1403						ECL_02637										Saro_2882						Psyr_4922					RPA3631				SALWKB2_0064															
N0.HOG0000165	OG0000001	n377								Bresu_2307															Rv3485c																																
N0.HOG0000166	OG0000001	n381																												PA1649	PA14_43180	PS417_09065																									
N0.HOG0000167	OG0000001	n384				At1D132_41610			BA000040v2__895, BA000040v2__6053, BA000040v2__3986, BA000040v2__3403, BA000040v2__4288		BCAM2286		CC_0094	CCNA_00092								Hsero_3878					Saro_0998, Saro_3439, Saro_2429										RSP_0174, RSP_3889, RSP_3037	RPA0784, RPA3473					Swit_4245, Swit_0305													YPO1565	
N0.HOG0000168	OG0000001	n406				At1D132_17320																Hsero_2588															RSP_2039																				
N0.HOG0000169	OG0000001	n408				At1D132_31350					BCAL2624											Hsero_2253												RSc2351	RALBFv3_04215	RPSI07_1121																					
N0.HOG0000170	OG0000001	n414				At1D132_45220			BA000040v2__2323, BA000040v2__2779, BA000040v2__1306, BA000040v2__5523													Hsero_3815			Rv1941													RPA4506, RPA3287					Swit_0304, Swit_0328														
N0.HOG0000171	OG0000001	n428	A1S_1820				dqs_2109		BA000040v2__4668		BCAM1654, BCAM0141																Saro_2866, Saro_2473, Saro_2963																														ZMO1_ZMOp33x016
N0.HOG0000172	OG0000001	n436					dqs_0051		BA000040v2__7336																		Saro_3768																Swit_3355														ZMO1_ZMO1578
N0.HOG0000173	OG0000001	n440																									Saro_1873, Saro_3650																Swit_0897, Swit_0293, Swit_3294														
N0.HOG0000174	OG0000001	n444							BA000040v2__3742																		Saro_3542, Saro_3726, Saro_1475																Swit_4335														
N0.HOG0000175	OG0000001	n451					dqs_0048		BA000040v2__4450	Bresu_0048	BCAM0839		CC_0246	CCNA_00246													Saro_0875, Saro_3532, Saro_3543, Saro_3460, Saro_3544, Saro_3545						Psyr_0123										Swit_2259, Swit_0769, Swit_1060, Swit_0929, Swit_1028														ZMO1_ZMO0341
N0.HOG0000176	OG0000001	n470																									Saro_3507, Saro_3472																														
N0.HOG0000177	OG0000001	n472									BCAM1582																Saro_3667																Swit_3288														
N0.HOG0000178	OG0000001	n474							BA000040v2__28		BCAM1939														Rv2002		Saro_0512																Swit_1981														
N0.HOG0000179	OG0000001	n480	A1S_1742				dqs_2092				BCAS0316																							RSc1838									Swit_3886														
N0.HOG0000180	OG0000001	n484					dqs_1231				BCAL1771																																Swit_1877														
N0.HOG0000181	OG0000001	n486						BT_1015																						PA3106	PA14_23950	PS417_18525	Psyr_1670																								
N0.HOG0000182	OG0000001	n494																							Rv0687, Rv2750																																
N0.HOG0000183	OG0000001	n496									BCAM1625														Rv3559c		Saro_3763																Swit_3634														
N0.HOG0000184	OG0000001	n499				At1D132_10240			BA000040v2__5373		BCAM0528																Saro_3608											RPA3377																			
N0.HOG0000185	OG0000001	n503																														PS417_05265	Psyr_3935																								
N0.HOG0000186	OG0000001	n510																																										RSAU_002310	SAR2559	SAS2363	SAOUHSC_02772										
N0.HOG0000187	OG0000001	n515				At1D132_34550			BA000040v2__3519		BCAM1583		CC_1808	CCNA_01885											Rv3530c		Saro_1560, Saro_3609, Saro_3716, Saro_3717, Saro_3663											RPA3552					Swit_0335, Swit_2082, Swit_3289														
N0.HOG0000188	OG0000001	n529	A1S_1821, A1S_3474						BA000040v2__1414, BA000040v2__5521	Bresu_2228	BCAM0140		CC_3076	CCNA_03172				BW25113_1619	ECOLIN_08730	UTI89_C1807					Rv2766c, Rv0927c		Saro_3420			PA1828	PA14_40890	PS417_15030	Psyr_2456					RPA3285																			
N0.HOG0000189	OG0000001	n547						BT_1911	BA000040v2__2210							CDR20291_0059									Rv0769		Saro_3432, Saro_3707																Swit_3638, Swit_3279														
N0.HOG0000190	OG0000001	n554										CJJ81176_0828												lpg0358																																	
N0.HOG0000191	OG0000001	n560							BA000040v2__452	Bresu_2056	BCAL2369						ECL_04229	BW25113_2902			FTT_0723c	Hsero_1796	VK055_4145							PA3128	PA14_23650	PS417_14355, PS417_12765	Psyr_2487	RSc2504	RALBFv3_04930	RPSI07_0962		RPA0186					Swit_1837											VC_A0301			
N0.HOG0000192	OG0000001	n578				At1D132_28350				Bresu_2894												Hsero_3315																																			
N0.HOG0000193	OG0000001	n580	A1S_1387			At1D132_43200	dqs_1882			Bresu_0928, Bresu_2867	BCAS0427, BCAL1205				ROD_35531		ECL_02055	BW25113_3003	ECOLIN_16700	UTI89_C3424		Hsero_3743	VK055_0642							PA2142	PA14_36870	PS417_13775	Psyr_2411				RSP_0919	RPA2073	STM14_3823	AL513382v1__6753	SL1344_3131	SALWKB2_2230	Swit_5291	RSAU_002164	SAR2413	SAS2221	SAOUHSC_02604	USA300HOU_2308									ZMO1_ZMO0309
N0.HOG0000194	OG0000001	n613	A1S_1409						BA000040v2__4092		BCAL2689																			PA1470	PA14_45430																										
N0.HOG0000195	OG0000001	n620							BA000040v2__4254								ECL_04923					Hsero_2554	VK055_3599, VK055_1110									PS417_21925		RSc1730	RALBFv3_01255	RPSI07_1774																					
N0.HOG0000196	OG0000001	n628																					VK055_1085											RSc2597																							
N0.HOG0000197	OG0000001	n629				At1D132_28820																																					Swit_1426														
N0.HOG0000198	OG0000001	n630							BA000040v2__7972		BCAL1425																						Psyr_3542					RPA2160																			
N0.HOG0000199	OG0000001	n633							BA000040v2__7656		BCAL2464						ECL_03098, ECL_03797	BW25113_4249				Hsero_3897	VK055_1916						BGK56_13075	PA0182	PA14_02300	PS417_21145	Psyr_1892	RSp0305	RALBFv3_21930	RPSI07_mp0286		RPA1853	STM14_2022	AL513382v1__2619	SL1344_1605		Swit_2966														ZMO1_ZMOp39x008
N0.HOG0000200	OG0000001	n654							BA000040v2__139, BA000040v2__7272		BCAM0365		CC_2655	CCNA_02738	ROD_22601		ECL_03449	BW25113_2137		UTI89_C2411												PS417_09690	Psyr_2297					RPA0479	STM14_2678	AL513382v1__4577	SL1344_2149																
N0.HOG0000201	OG0000001	n672	A1S_0955								BCAM1847																			PA3507																											
N0.HOG0000202	OG0000001	n674									BCAM1610																Saro_3749																Swit_3623														
N0.HOG0000203	OG0000001	n676															ECL_04255						VK055_4119						BGK56_01085																												
N0.HOG0000204	OG0000001	n679																									Saro_3071, Saro_3655, Saro_3657																Swit_1755, Swit_2078, Swit_0697, Swit_0352, Swit_3364														
N0.HOG0000205	OG0000001	n688							BA000040v2__3096, BA000040v2__6055																		Saro_3486				PA14_10840							RPA2417					Swit_2272														
N0.HOG0000206	OG0000001	n695																																			RSP_0610						Swit_3284, Swit_0300														
N0.HOG0000207	OG0000001	n698																																RSc3138	RALBFv3_07865	RPSI07_0347																					
N0.HOG0000208	OG0000001	n702							BA000040v2__3388, BA000040v2__2983													Hsero_4348										PS417_16870						RPA1737																			
N0.HOG0000209	OG0000001	n708							BA000040v2__5452		BCAM1411						ECL_04866						VK055_4541							PA1344	PA14_46890	PS417_11810						RPA3224																			ZMO1_ZMO0090
N0.HOG0000210	OG0000001	n716									BCAM2578						ECL_01093																																								ZMO1_ZMO0797
N0.HOG0000211	OG0000001	n718							BA000040v2__2815													Hsero_3950															RSP_3440																				
N0.HOG0000212	OG0000001	n720									BCAM1949																			PA5524, PA1827	PA14_72880, PA14_40900																										
N0.HOG0000213	OG0000001	n725							BA000040v2__1936, BA000040v2__1499		BCAM2001																		BGK56_11880	PA4089	PA14_11020	PS417_05270, PS417_17895	Psyr_3934					RPA0895					Swit_1658														
N0.HOG0000214	OG0000001	n737	A1S_1704			At1D132_29750					BCAL2811				ROD_05821		ECL_03125						VK055_0406						BGK56_07225			PS417_11520	Psyr_4813	RSc2147			RSP_0095						Swit_2003	RSAU_000081	SAR0129	SAS0101	SAOUHSC_00086	USA300HOU_0138	SAK_0674			SP5448_06885					
N0.HOG0000215	OG0000001	n758				At1D132_47920			BA000040v2__5713																												RSP_2371	RPA4657																			
N0.HOG0000216	OG0000001	n763									BCAL1151																Saro_3475																Swit_0380, Swit_1666														
N0.HOG0000217	OG0000001	n767	A1S_0948								BCAM1851						ECL_04263						VK055_4112						BGK56_01120	PA3511													Swit_3068														
N0.HOG0000218	OG0000001	n774	A1S_0967						BA000040v2__2234						ROD_07991		ECL_03994					Hsero_0511, Hsero_1109	VK055_1703																																		
N0.HOG0000219	OG0000001	n783																					VK055_2301						BGK56_12930																											YPO1456	
N0.HOG0000220	OG0000001	n787				At1D132_42880			BA000040v2__3724													Hsero_0584																																			
N0.HOG0000221	OG0000001	n789				At1D132_36060			BA000040v2__6440, BA000040v2__3985													Hsero_1263															RSP_3888	RPA3474																			
N0.HOG0000222	OG0000001	n794	A1S_1858			At1D132_33260					BCAM0640											Hsero_1348					Saro_3807																Swit_4190, Swit_0740, Swit_1314														
N0.HOG0000223	OG0000001	n802																	ECOLIN_22465	UTI89_C4588			VK055_3067							PA4389	PA14_57050		Psyr_4075										Swit_1854						SAK_0792								
N0.HOG0000224	OG0000001	n810								Bresu_2029													VK055_0788		Rv1350, Rv3502c													RPA3304					Swit_1607														
N0.HOG0000225	OG0000001	n817						BT_3771				CJJ81176_0461				CDR20291_1020												PGN_1375																RSAU_001113	SAR1207	SAS1165	SAOUHSC_01199	USA300HOU_1167	SAK_0422	CWI64_09205	SP_0421	SP5448_02085					
N0.HOG0000226	OG0000001	n832																						lpg0560, lpg1059, lpg0561																																	
N0.HOG0000227	OG0000001	n835	A1S_0524	ACT75_06515	ACT74_08175		dqs_4058				BCAL0846				ROD_43261		ECL_04854		ECOLIN_05295			Hsero_3715										PS417_02035	Psyr_0423	RSc0435	RALBFv3_11320	RPSI07_2936						SALWKB2_0440											B5S57_10800		VF_0859		
N0.HOG0000228	OG0000001	n852				At1D132_24450	dqs_1124, dqs_1125		BA000040v2__227, BA000040v2__3794	Bresu_0821	BCAL0833, BCAM0296, BCAL1861		CC_0511	CCNA_00545	ROD_12481							Hsero_2998					Saro_3212							RSc1633	RALBFv3_05045, RALBFv3_01495	RPSI07_0940, RPSI07_1726	RSP_0747	RPA0532					Swit_4599														
N0.HOG0000229	OG0000001	n873	A1S_0818	ACT75_05855	ACT74_07360	At1D132_08020	dqs_1750		BA000040v2__4154	Bresu_2595	BCAL2876, BCAL0994		CC_1675	CCNA_01747	ROD_11551		ECL_02543	BW25113_1093		UTI89_C1218	FTT_1375	Hsero_1925	VK055_1374	lpg1395		NMA0533	Saro_1428		BGK56_05005	PA2967	PA14_25660	PS417_21440	Psyr_1647	RSc1052	RALBFv3_14415	RPSI07_2341	RSP_2461	RPA3074	STM14_1368	AL513382v1__2288	SL1344_1132	SALWKB2_1779	Swit_0087										B5S57_10455	VC_2021	VF_1740	YPO1599	ZMO1_ZMO1222
N0.HOG0000230	OG0000001	n914	A1S_2579																																							SALWKB2_2023											B5S57_00210, B5S57_15495	VC_0774			
N0.HOG0000231	OG0000001	n922				At1D132_15910			BA000040v2__3517, BA000040v2__6758, BA000040v2__3741, BA000040v2__6077, BA000040v2__3293						ROD_05811																						RSP_2363																			YPO1287	
N0.HOG0000232	OG0000001	n934				At1D132_29520				Bresu_3167	BCAM0155		CC_1492	CCNA_01559	ROD_13281, ROD_28911		ECL_02429, ECL_04175	BW25113_2842	ECOLIN_15430	UTI89_C3245			VK055_1217, VK055_4258				Saro_3515										RSP_0481		STM14_3643	AL513382v1__6463	SL1344_2995														VF_A0997	YPO0839, YPO1724	
N0.HOG0000233	OG0000001	n955				At1D132_21030, At1D132_10930, At1D132_38370		BT_3232	BA000040v2__5356		BCAL3386							BW25113_2774, BW25113_4266	ECOLIN_14945, ECOLIN_01505	UTI89_C3137, UTI89_C4873		Hsero_1093												RSp0947		RPSI07_mp0631	RSP_7371		STM14_5379		SL1344_4413									CWI64_08690	SP_0320	SP5448_06935				YPO2539	
N0.HOG0000234	OG0000001	n976						BT_1433	BA000040v2__4425, BA000040v2__3010				CC_3380	CCNA_03491																								RPA1757																			
N0.HOG0000235	OG0000001	n981							BA000040v2__529, BA000040v2__1084				CC_1571, CC_1286	CCNA_01642, CCNA_01345													Saro_1001			PA3387	PA14_20270			RSc1763	RALBFv3_01110	RPSI07_mp1575, RPSI07_1806	RSP_2160	RPA0398, RPA4786					Swit_2306														
